Date,Effluent_cfs
2011-01-07 01:00,10.50095411
2011-01-07 02:00,9.509216141
2011-01-07 03:00,8.957321234
2011-01-07 04:00,8.267919476
2011-01-07 05:00,8.028915974
2011-01-07 06:00,8.226091697
2011-01-07 07:00,9.705038039
2011-01-07 08:00,11.34072328
2011-01-07 09:00,12.20629559
2011-01-07 10:00,12.48682516
2011-01-07 11:00,12.55534728
2011-01-07 12:00,12.60461413
2011-01-07 13:00,12.19816026
2011-01-07 14:00,11.76709617
2011-01-07 15:00,11.04527069
2011-01-07 16:00,10.9600447
2011-01-07 17:00,11.43657719
2011-01-07 18:00,11.89053872
2011-01-07 19:00,11.88125534
2011-01-07 20:00,11.78822358
2011-01-07 21:00,11.45171064
2011-01-07 22:00,10.60718373
2011-01-07 23:00,10.68586031
2011-01-08 00:00,9.943687226
2011-01-08 01:00,9.273563937
2011-01-08 02:00,9.018747758
2011-01-08 03:00,8.056908435
2011-01-08 04:00,7.770452978
2011-01-08 05:00,7.398455891
2011-01-08 06:00,7.358956691
2011-01-08 07:00,7.7269217
2011-01-08 08:00,8.0553643
2011-01-08 09:00,8.89009415
2011-01-08 10:00,10.46864798
2011-01-08 11:00,10.9202933
2011-01-08 12:00,11.70988894
2011-01-08 13:00,12.19578681
2011-01-08 14:00,11.43790626
2011-01-08 15:00,11.20453158
2011-01-08 16:00,10.61449439
2011-01-08 17:00,10.75351288
2011-01-08 18:00,10.74820589
2011-01-08 19:00,11.45718318
2011-01-08 20:00,11.29715023
2011-01-08 21:00,10.89190011
2011-01-08 22:00,10.72554054
2011-01-08 23:00,12.40383027
2011-01-09 00:00,11.33492582
2011-01-09 01:00,9.098143796
2011-01-09 02:00,8.891780629
2011-01-09 03:00,8.044600231
2011-01-09 04:00,7.519367167
2011-01-09 05:00,7.033464656
2011-01-09 06:00,7.063644897
2011-01-09 07:00,7.204628371
2011-01-09 08:00,7.922215993
2011-01-09 09:00,8.798382172
2011-01-09 10:00,10.43199877
2011-01-09 11:00,10.76465293
2011-01-09 12:00,11.4030503
2011-01-09 13:00,11.34622523
2011-01-09 14:00,11.30805974
2011-01-09 15:00,11.17738081
2011-01-09 16:00,10.91243957
2011-01-09 17:00,10.90552346
2011-01-09 18:00,10.97787032
2011-01-09 19:00,11.07172057
2011-01-09 20:00,11.17290004
2011-01-09 21:00,11.27545499
2011-01-09 22:00,10.95902972
2011-01-09 23:00,10.37865961
2011-01-10 00:00,9.737112089
2011-01-10 01:00,11.59000503
2011-01-10 02:00,11.08386476
2011-01-10 03:00,8.696535847
2011-01-10 04:00,7.106897674
2011-01-10 05:00,6.900184834
2011-01-10 06:00,7.515827108
2011-01-10 07:00,8.357934144
2011-01-10 08:00,10.19264405
2011-01-10 09:00,11.47423983
2011-01-10 10:00,12.01917995
2011-01-10 11:00,11.35899915
2011-01-10 12:00,11.81409634
2011-01-10 13:00,11.64321886
2011-01-10 14:00,11.10661986
2011-01-10 15:00,11.07561339
2011-01-10 16:00,10.83347985
2011-01-10 17:00,11.34536188
2011-01-10 18:00,11.35879801
2011-01-10 19:00,12.09963893
2011-01-10 20:00,11.91579568
2011-01-10 21:00,11.81008902
2011-01-10 22:00,11.34234169
2011-01-10 23:00,10.97721429
2011-01-11 00:00,10.41406639
2011-01-11 01:00,11.91494006
2011-01-11 02:00,11.74591926
2011-01-11 03:00,8.472774095
2011-01-11 04:00,7.958906973
2011-01-11 05:00,7.414502199
2011-01-11 06:00,8.012215188
2011-01-11 07:00,9.005390533
2011-01-11 08:00,10.33623925
2011-01-11 09:00,11.16493954
2011-01-11 10:00,11.24801489
2011-01-11 11:00,11.19265041
2011-01-11 12:00,11.4629822
2011-01-11 13:00,10.93655003
2011-01-11 14:00,10.38672532
2011-01-11 15:00,9.868917402
2011-01-11 16:00,10.47191727
2011-01-11 17:00,10.48009902
2011-01-11 18:00,11.05430496
2011-01-11 19:00,11.50368514
2011-01-11 20:00,11.76434056
2011-01-11 21:00,11.72972751
2011-01-11 22:00,11.49814916
2011-01-11 23:00,12.59393052
2011-01-12 00:00,13.45488125
2011-01-12 01:00,10.65069954
2011-01-12 02:00,8.898543565
2011-01-12 03:00,8.22529178
2011-01-12 04:00,7.837056529
2011-01-12 05:00,8.083814741
2011-01-12 06:00,8.060358754
2011-01-12 07:00,9.088345197
2011-01-12 08:00,10.74822755
2011-01-12 09:00,12.93359052
2011-01-12 10:00,12.97954321
2011-01-12 11:00,12.83667986
2011-01-12 12:00,12.94835418
2011-01-12 13:00,12.34881856
2011-01-12 14:00,12.36203189
2011-01-12 15:00,11.98817194
2011-01-12 16:00,11.635099
2011-01-12 17:00,11.83892626
2011-01-12 18:00,12.19620921
2011-01-12 19:00,12.53963207
2011-01-12 20:00,12.85813992
2011-01-12 21:00,12.97425788
2011-01-12 22:00,12.64729134
2011-01-12 23:00,12.51906167
2011-01-13 00:00,11.93055314
2011-01-13 01:00,10.06830566
2011-01-13 02:00,9.268756697
2011-01-13 03:00,8.850389169
2011-01-13 04:00,8.13364788
2011-01-13 05:00,8.314443094
2011-01-13 06:00,8.973980245
2011-01-13 07:00,9.952091772
2011-01-13 08:00,11.62583575
2011-01-13 09:00,11.86436734
2011-01-13 10:00,12.14992386
2011-01-13 11:00,12.38654773
2011-01-13 12:00,12.46420468
2011-01-13 13:00,12.23254432
2011-01-13 14:00,12.63087988
2011-01-13 15:00,12.23324676
2011-01-13 16:00,12.3461403
2011-01-13 17:00,12.43179952
2011-01-13 18:00,12.09504676
2011-01-13 19:00,12.34233103
2011-01-13 20:00,12.90555629
2011-01-13 21:00,12.986416
2011-01-13 22:00,12.26407994
2011-01-13 23:00,12.10929054
2011-01-14 00:00,11.1875167
2011-01-14 01:00,9.784361357
2011-01-14 02:00,9.239042171
2011-01-14 03:00,8.927756789
2011-01-14 04:00,8.782931547
2011-01-14 05:00,8.633987582
2011-01-14 06:00,9.2103581
2011-01-14 07:00,10.16192383
2011-01-14 08:00,11.48047516
2011-01-14 09:00,12.0256845
2011-01-14 10:00,12.77349259
2011-01-14 11:00,12.27365883
2011-01-14 12:00,12.28075597
2011-01-14 13:00,12.14979235
2011-01-14 14:00,11.92287889
2011-01-14 15:00,11.53775511
2011-01-14 16:00,11.05911994
2011-01-14 17:00,11.34395235
2011-01-14 18:00,11.53850088
2011-01-14 19:00,11.92706105
2011-01-14 20:00,11.77229177
2011-01-14 21:00,11.55028612
2011-01-14 22:00,11.48557019
2011-01-14 23:00,10.99173039
2011-01-15 00:00,10.43155781
2011-01-15 01:00,9.799487064
2011-01-15 02:00,9.104086701
2011-01-15 03:00,8.410058729
2011-01-15 04:00,7.665439476
2011-01-15 05:00,7.644208404
2011-01-15 06:00,7.80777368
2011-01-15 07:00,8.006205752
2011-01-15 08:00,8.419667019
2011-01-15 09:00,9.533977989
2011-01-15 10:00,11.01812457
2011-01-15 11:00,11.34915104
2011-01-15 12:00,12.11029934
2011-01-15 13:00,11.84215688
2011-01-15 14:00,11.53495463
2011-01-15 15:00,11.03747111
2011-01-15 16:00,10.77718858
2011-01-15 17:00,10.61550473
2011-01-15 18:00,10.69054068
2011-01-15 19:00,10.6900239
2011-01-15 20:00,11.09901677
2011-01-15 21:00,10.29764517
2011-01-15 22:00,10.2584384
2011-01-15 23:00,10.23751832
2011-01-16 00:00,9.975386846
2011-01-16 01:00,8.683277645
2011-01-16 02:00,8.353461106
2011-01-16 03:00,8.026548714
2011-01-16 04:00,7.762885482
2011-01-16 05:00,7.446387487
2011-01-16 06:00,7.213031369
2011-01-16 07:00,7.441854107
2011-01-16 08:00,8.00493393
2011-01-16 09:00,8.789890982
2011-01-16 10:00,9.89389122
2011-01-16 11:00,11.03859285
2011-01-16 12:00,11.24807678
2011-01-16 13:00,11.36714531
2011-01-16 14:00,10.96930331
2011-01-16 15:00,11.10763174
2011-01-16 16:00,10.92918213
2011-01-16 17:00,10.33505562
2011-01-16 18:00,10.41335003
2011-01-16 19:00,10.64538945
2011-01-16 20:00,10.79217813
2011-01-16 21:00,10.78327073
2011-01-16 22:00,10.41021998
2011-01-16 23:00,9.985810526
2011-01-17 00:00,9.782311279
2011-01-17 01:00,11.96111555
2011-01-17 02:00,10.81952385
2011-01-17 03:00,7.425895991
2011-01-17 04:00,7.110819899
2011-01-17 05:00,7.245756802
2011-01-17 06:00,7.120381771
2011-01-17 07:00,7.900079793
2011-01-17 08:00,8.322357168
2011-01-17 09:00,9.238666195
2011-01-17 10:00,10.48219551
2011-01-17 11:00,11.27421411
2011-01-17 12:00,11.86786718
2011-01-17 13:00,12.0717687
2011-01-17 14:00,12.42539709
2011-01-17 15:00,12.11741504
2011-01-17 16:00,11.89199775
2011-01-17 17:00,11.48176246
2011-01-17 18:00,11.24554706
2011-01-17 19:00,11.81173063
2011-01-17 20:00,11.85046549
2011-01-17 21:00,11.78549272
2011-01-17 22:00,11.16157896
2011-01-17 23:00,10.49958327
2011-01-18 00:00,10.4174672
2011-01-18 01:00,12.69594239
2011-01-18 02:00,10.85841344
2011-01-18 03:00,8.114779427
2011-01-18 04:00,7.292500127
2011-01-18 05:00,7.284951198
2011-01-18 06:00,7.815039465
2011-01-18 07:00,8.520866602
2011-01-18 08:00,10.2020218
2011-01-18 09:00,11.10071563
2011-01-18 10:00,11.08006632
2011-01-18 11:00,10.95006198
2011-01-18 12:00,11.26856054
2011-01-18 13:00,11.03120484
2011-01-18 14:00,11.10540992
2011-01-18 15:00,10.89000011
2011-01-18 16:00,10.33367239
2011-01-18 17:00,10.51275637
2011-01-18 18:00,10.70497168
2011-01-18 19:00,11.14610977
2011-01-18 20:00,11.21812553
2011-01-18 21:00,11.56946711
2011-01-18 22:00,11.28503543
2011-01-18 23:00,11.0009921
2011-01-19 00:00,10.81154788
2011-01-19 01:00,12.72418551
2011-01-19 02:00,9.515019796
2011-01-19 03:00,8.052687595
2011-01-19 04:00,7.5407313
2011-01-19 05:00,7.290954445
2011-01-19 06:00,7.68659628
2011-01-19 07:00,8.746613449
2011-01-19 08:00,10.66711254
2011-01-19 09:00,11.1750151
2011-01-19 10:00,11.51929977
2011-01-19 11:00,11.09608478
2011-01-19 12:00,10.95798688
2011-01-19 13:00,11.37957884
2011-01-19 14:00,10.96345015
2011-01-19 15:00,10.42923697
2011-01-19 16:00,10.4644225
2011-01-19 17:00,10.65708495
2011-01-19 18:00,10.83136169
2011-01-19 19:00,11.42713446
2011-01-19 20:00,11.7279451
2011-01-19 21:00,11.93048352
2011-01-19 22:00,11.54448865
2011-01-19 23:00,10.444963
2011-01-20 00:00,9.210939858
2011-01-20 01:00,9.390280676
2011-01-20 02:00,8.592141237
2011-01-20 03:00,7.739643014
2011-01-20 04:00,7.632040998
2011-01-20 05:00,7.483749964
2011-01-20 06:00,7.678145317
2011-01-20 07:00,8.629217477
2011-01-20 08:00,10.45122464
2011-01-20 09:00,11.24622939
2011-01-20 10:00,11.54261805
2011-01-20 11:00,10.95554381
2011-01-20 12:00,11.42561508
2011-01-20 13:00,11.28601483
2011-01-20 14:00,11.33056263
2011-01-20 15:00,10.54591039
2011-01-20 16:00,10.42693624
2011-01-20 17:00,10.56956906
2011-01-20 18:00,10.29289363
2011-01-20 19:00,10.3803956
2011-01-20 20:00,10.54057554
2011-01-20 21:00,10.16499662
2011-01-20 22:00,10.17449196
2011-01-20 23:00,9.973607533
2011-01-21 00:00,9.763637777
2011-01-21 01:00,8.702453997
2011-01-21 02:00,8.058113726
2011-01-21 03:00,7.353153036
2011-01-21 04:00,6.938778905
2011-01-21 05:00,6.723081308
2011-01-21 06:00,6.971068019
2011-01-21 07:00,7.912573664
2011-01-21 08:00,9.410061994
2011-01-21 09:00,9.978798485
2011-01-21 10:00,10.39723255
2011-01-21 11:00,10.63237262
2011-01-21 12:00,10.97924735
2011-01-21 13:00,11.02791388
2011-01-21 14:00,10.77156749
2011-01-21 15:00,10.54558083
2011-01-21 16:00,10.3994915
2011-01-21 17:00,10.2708023
2011-01-21 18:00,10.39902578
2011-01-21 19:00,10.76916155
2011-01-21 20:00,11.00393339
2011-01-21 21:00,10.76577467
2011-01-21 22:00,10.19063265
2011-01-21 23:00,10.12128896
2011-01-22 00:00,9.849287712
2011-01-22 01:00,8.802749999
2011-01-22 02:00,8.791699692
2011-01-22 03:00,7.867646786
2011-01-22 04:00,7.418187698
2011-01-22 05:00,7.229357726
2011-01-22 06:00,7.226746004
2011-01-22 07:00,7.661715296
2011-01-22 08:00,8.001782225
2011-01-22 09:00,9.168392617
2011-01-22 10:00,10.23430009
2011-01-22 11:00,11.01964549
2011-01-22 12:00,11.55028148
2011-01-22 13:00,11.50617927
2011-01-22 14:00,11.25286855
2011-01-22 15:00,10.83269386
2011-01-22 16:00,10.73023792
2011-01-22 17:00,10.61059073
2011-01-22 18:00,10.70645392
2011-01-22 19:00,10.93920817
2011-01-22 20:00,11.13395784
2011-01-22 21:00,10.82245584
2011-01-22 22:00,10.50745557
2011-01-22 23:00,10.28382223
2011-01-23 00:00,9.552750514
2011-01-23 01:00,9.116173651
2011-01-23 02:00,8.199002818
2011-01-23 03:00,8.005636372
2011-01-23 04:00,7.340826266
2011-01-23 05:00,7.530890926
2011-01-23 06:00,7.626955258
2011-01-23 07:00,7.749048617
2011-01-23 08:00,7.985383149
2011-01-23 09:00,8.781976907
2011-01-23 10:00,9.7537711
2011-01-23 11:00,10.68250747
2011-01-23 12:00,11.05142402
2011-01-23 13:00,11.13800848
2011-01-23 14:00,11.13631427
2011-01-23 15:00,11.00097973
2011-01-23 16:00,11.36901127
2011-01-23 17:00,11.03092015
2011-01-23 18:00,10.61179138
2011-01-23 19:00,10.97795232
2011-01-23 20:00,11.0650845
2011-01-23 21:00,11.62617614
2011-01-23 22:00,11.25078907
2011-01-23 23:00,10.77746862
2011-01-24 00:00,9.788534233
2011-01-24 01:00,11.00334853
2011-01-24 02:00,6.750267662
2011-01-24 03:00,6.853110402
2011-01-24 04:00,7.085327759
2011-01-24 05:00,7.001819188
2011-01-24 06:00,7.74511092
2011-01-24 07:00,8.970658345
2011-01-24 08:00,10.50873977
2011-01-24 09:00,11.31818171
2011-01-24 10:00,11.80855571
2011-01-24 11:00,10.98682104
2011-01-24 12:00,11.43016238
2011-01-24 13:00,10.75923763
2011-01-24 14:00,10.56059204
2011-01-24 15:00,10.88456315
2011-01-24 16:00,10.58305625
2011-01-24 17:00,9.935977386
2011-01-24 18:00,10.87047254
2011-01-24 19:00,10.72772522
2011-01-24 20:00,11.40878587
2011-01-24 21:00,11.31060493
2011-01-24 22:00,11.17020786
2011-01-24 23:00,10.61880652
2011-01-25 00:00,10.01814451
2011-01-25 01:00,10.99352363
2011-01-25 02:00,9.300959167
2011-01-25 03:00,7.565257969
2011-01-25 04:00,6.942747546
2011-01-25 05:00,7.064149294
2011-01-25 06:00,7.854416434
2011-01-25 07:00,8.689967862
2011-01-25 08:00,10.28595896
2011-01-25 09:00,11.01159217
2011-01-25 10:00,11.70293415
2011-01-25 11:00,11.20930478
2011-01-25 12:00,11.18784626
2011-01-25 13:00,11.05568973
2011-01-25 14:00,11.4964209
2011-01-25 15:00,11.53507377
2011-01-25 16:00,14.33317796
2011-01-25 17:00,14.74295682
2011-01-25 18:00,14.14461566
2011-01-25 19:00,13.38825294
2011-01-25 20:00,12.74984165
2011-01-25 21:00,12.55819418
2011-01-25 22:00,12.01647384
2011-01-25 23:00,11.5544002
2011-01-26 00:00,10.6899125
2011-01-26 01:00,12.23427567
2011-01-26 02:00,8.848948699
2011-01-26 03:00,8.443152402
2011-01-26 04:00,7.953434425
2011-01-26 05:00,7.482628223
2011-01-26 06:00,8.308463055
2011-01-26 07:00,9.599438138
2011-01-26 08:00,11.06770706
2011-01-26 09:00,12.6571673
2011-01-26 10:00,12.15452377
2011-01-26 11:00,11.85191834
2011-01-26 12:00,13.68965772
2011-01-26 13:00,13.59581521
2011-01-26 14:00,13.53936457
2011-01-26 15:00,12.84722577
2011-01-26 16:00,12.42722282
2011-01-26 17:00,12.51791363
2011-01-26 18:00,12.56394677
2011-01-26 19:00,13.09601704
2011-01-26 20:00,12.95260906
2011-01-26 21:00,13.17336919
2011-01-26 22:00,13.23693398
2011-01-26 23:00,13.69310649
2011-01-27 00:00,11.57914658
2011-01-27 01:00,11.53636106
2011-01-27 02:00,11.98618684
2011-01-27 03:00,11.62341433
2011-01-27 04:00,10.97297953
2011-01-27 05:00,10.72917034
2011-01-27 06:00,9.112336524
2011-01-27 07:00,10.21345737
2011-01-27 08:00,11.3689107
2011-01-27 09:00,12.56254962
2011-01-27 10:00,12.31687447
2011-01-27 11:00,12.13201624
2011-01-27 12:00,12.95266785
2011-01-27 13:00,12.3946877
2011-01-27 14:00,11.96133216
2011-01-27 15:00,11.34824127
2011-01-27 16:00,11.93208181
2011-01-27 17:00,11.681078
2011-01-27 18:00,12.23227665
2011-01-27 19:00,12.10840862
2011-01-27 20:00,12.6095993
2011-01-27 21:00,12.32404588
2011-01-27 22:00,12.6025393
2011-01-27 23:00,13.48337346
2011-01-28 00:00,13.76397885
2011-01-28 01:00,12.92982302
2011-01-28 02:00,12.04651948
2011-01-28 03:00,11.32966524
2011-01-28 04:00,10.95620138
2011-01-28 05:00,10.46334562
2011-01-28 06:00,8.691925106
2011-01-28 07:00,9.516102856
2011-01-28 08:00,11.29226099
2011-01-28 09:00,12.69302742
2011-01-28 10:00,12.23402812
2011-01-28 11:00,11.99227364
2011-01-28 12:00,12.1683235
2011-01-28 13:00,11.8692504
2011-01-28 14:00,11.48280374
2011-01-28 15:00,11.24480594
2011-01-28 16:00,11.98855256
2011-01-28 17:00,12.50551723
2011-01-28 18:00,10.88463896
2011-01-28 19:00,9.712313108
2011-01-28 20:00,11.92600429
2011-01-28 21:00,12.73631578
2011-01-28 22:00,12.59262465
2011-01-28 23:00,12.727232
2011-01-29 00:00,11.81151556
2011-01-29 01:00,8.972850768
2011-01-29 02:00,9.506404827
2011-01-29 03:00,9.737127561
2011-01-29 04:00,9.447764862
2011-01-29 05:00,8.979288786
2011-01-29 06:00,9.020830328
2011-01-29 07:00,9.464699279
2011-01-29 08:00,10.09654413
2011-01-29 09:00,10.92792423
2011-01-29 10:00,11.95592769
2011-01-29 11:00,12.59305943
2011-01-29 12:00,13.13940133
2011-01-29 13:00,12.85358952
2011-01-29 14:00,13.01346775
2011-01-29 15:00,12.08239043
2011-01-29 16:00,11.30704476
2011-01-29 17:00,11.63092768
2011-01-29 18:00,11.52332411
2011-01-29 19:00,11.92317905
2011-01-29 20:00,12.10781913
2011-01-29 21:00,11.76860317
2011-01-29 22:00,11.52196874
2011-01-29 23:00,11.05208933
2011-01-30 00:00,10.85568567
2011-01-30 01:00,10.2471591
2011-01-30 02:00,9.919898586
2011-01-30 03:00,8.721023835
2011-01-30 04:00,8.836396033
2011-01-30 05:00,8.31757159
2011-01-30 06:00,8.329239241
2011-01-30 07:00,8.423511882
2011-01-30 08:00,9.111756313
2011-01-30 09:00,10.31370541
2011-01-30 10:00,11.63827701
2011-01-30 11:00,12.04796149
2011-01-30 12:00,12.5333364
2011-01-30 13:00,12.29893281
2011-01-30 14:00,12.3975021
2011-01-30 15:00,11.88256585
2011-01-30 16:00,11.45798465
2011-01-30 17:00,11.69912333
2011-01-30 18:00,11.37173129
2011-01-30 19:00,11.97765852
2011-01-30 20:00,11.95267078
2011-01-30 21:00,12.05109927
2011-01-30 22:00,11.84196812
2011-01-30 23:00,11.37832713
2011-01-31 00:00,11.12612577
2011-01-31 01:00,12.21958474
2011-01-31 02:00,9.354202399
2011-01-31 03:00,8.944216207
2011-01-31 04:00,8.159468032
2011-01-31 05:00,8.770313898
2011-01-31 06:00,8.71098851
2011-01-31 07:00,10.10155561
2011-01-31 08:00,11.78093459
2011-01-31 09:00,12.58780658
2011-01-31 10:00,12.36419337
2011-01-31 11:00,12.76234171
2011-01-31 12:00,12.46002407
2011-01-31 13:00,12.18754163
2011-01-31 14:00,11.68041114
2011-01-31 15:00,11.51085345
2011-01-31 16:00,11.51199376
2011-01-31 17:00,11.50355053
2011-01-31 18:00,11.69216853
2011-01-31 19:00,12.57778673
2011-01-31 20:00,12.63254161
2011-01-31 21:00,12.69701927
2011-01-31 22:00,12.57604301
2011-01-31 23:00,11.90575416
2011-02-01 00:00,12.16370967
2011-02-01 01:00,12.391307
2011-02-01 02:00,10.16787447
2011-02-01 03:00,9.562785839
2011-02-01 04:00,8.745838288
2011-02-01 05:00,8.916364545
2011-02-01 06:00,9.14439046
2011-02-01 07:00,10.24831952
2011-02-01 08:00,12.03498643
2011-02-01 09:00,12.89048628
2011-02-01 10:00,12.78609322
2011-02-01 11:00,12.48638265
2011-02-01 12:00,12.37528545
2011-02-01 13:00,12.12375868
2011-02-01 14:00,12.48477199
2011-02-01 15:00,12.05912939
2011-02-01 16:00,11.66747476
2011-02-01 17:00,11.39502018
2011-02-01 18:00,11.47801971
2011-02-01 19:00,12.27040346
2011-02-01 20:00,12.49106457
2011-02-01 21:00,12.6796114
2011-02-01 22:00,12.49630967
2011-02-01 23:00,12.0338353
2011-02-02 00:00,11.4246001
2011-02-02 01:00,12.52732851
2011-02-02 02:00,10.60050125
2011-02-02 03:00,9.021308422
2011-02-02 04:00,8.633014376
2011-02-02 05:00,8.446322674
2011-02-02 06:00,8.779358996
2011-02-02 07:00,10.36464482
2011-02-02 08:00,11.26187342
2011-02-02 09:00,12.41517764
2011-02-02 10:00,12.18891712
2011-02-02 11:00,12.44387409
2011-02-02 12:00,12.81080555
2011-02-02 13:00,12.44921513
2011-02-02 14:00,12.13391469
2011-02-02 15:00,11.73236399
2011-02-02 16:00,11.41571281
2011-02-02 17:00,11.70998487
2011-02-02 18:00,10.98604433
2011-02-02 19:00,10.67458411
2011-02-02 20:00,11.2167191
2011-02-02 21:00,11.37393145
2011-02-02 22:00,10.73899524
2011-02-02 23:00,12.05773688
2011-02-03 00:00,10.76177818
2011-02-03 01:00,9.210126015
2011-02-03 02:00,8.993569707
2011-02-03 03:00,8.367641456
2011-02-03 04:00,8.112350278
2011-02-03 05:00,8.262912644
2011-02-03 06:00,9.212692868
2011-02-03 07:00,9.6137794
2011-02-03 08:00,11.88605021
2011-02-03 09:00,12.56793707
2011-02-03 10:00,12.52743991
2011-02-03 11:00,12.14896922
2011-02-03 12:00,12.07727683
2011-02-03 13:00,11.72616424
2011-02-03 14:00,11.44286822
2011-02-03 15:00,11.25946284
2011-02-03 16:00,11.03909725
2011-02-03 17:00,11.24198998
2011-02-03 18:00,11.26331853
2011-02-03 19:00,11.86119398
2011-02-03 20:00,12.09217974
2011-02-03 21:00,12.27511477
2011-02-03 22:00,12.09301524
2011-02-03 23:00,11.64834328
2011-02-04 00:00,10.88115615
2011-02-04 01:00,9.687017467
2011-02-04 02:00,8.805224017
2011-02-04 03:00,8.037913109
2011-02-04 04:00,7.5439418
2011-02-04 05:00,7.653846091
