Site,Date,Analyte,Result
HAT,2020-08-24,Nitrate-Nitrite (N),0.014086754
HAT,2020-08-24,Orthophosphate (P),0.16774969
HAT,2020-09-10,Ammonia (N),0.021232153
HAT,2020-09-10,Nitrate-Nitrite (N),0.037506128
HAT,2020-09-10,Orthophosphate (P),0.099366757
HOGDN,2018-10-18,Ammonia (N),0.104001919
HOGDN,2018-10-18,Nitrate-Nitrite (N),0.217878717
HOGDN,2018-10-18,Orthophosphate (P),0.768799848
HOGDN,2018-10-31,Ammonia (N),0.244959955
HOGDN,2018-10-31,Nitrate-Nitrite (N),0.422370714
HOGDN,2018-10-31,Orthophosphate (P),0.677986136
HOGDN,2018-11-08,Ammonia (N),0.127485484
HOGDN,2018-11-08,Nitrate-Nitrite (N),0.347111001
HOGDN,2018-11-08,Orthophosphate (P),0.807209472
HOGDN,2018-11-13,Ammonia (N),0.030257438
HOGDN,2018-11-13,Nitrate-Nitrite (N),0.197906138
HOGDN,2018-11-13,Orthophosphate (P),0.814121652
HOGDN,2018-11-29,Ammonia (N),0.237321316
HOGDN,2018-11-29,Nitrate-Nitrite (N),0.225989092
HOGDN,2018-11-29,Orthophosphate (P),0.60459118
HOGDN,2018-12-05,Ammonia (N),0.028842979
HOGDN,2018-12-05,Nitrate-Nitrite (N),0.044669008
HOGDN,2018-12-05,Orthophosphate (P),0.187870028
HOGDN,2018-12-20,Ammonia (N),0.197354328
HOGDN,2018-12-20,Nitrate-Nitrite (N),0.0015
HOGDN,2018-12-20,Orthophosphate (P),0.05407559
HOGDN,2019-01-04,Ammonia (N),0.025473338
HOGDN,2019-01-04,Nitrate-Nitrite (N),0.131289339
HOGDN,2019-01-04,Orthophosphate (P),0.586027233
HOGDN,2019-01-18,Ammonia (N),0.191170648
HOGDN,2019-01-18,Nitrate-Nitrite (N),0.246834403
HOGDN,2019-01-18,Orthophosphate (P),0.394245073
HOGDN,2019-01-25,Ammonia (N),0.004
HOGDN,2019-01-25,Nitrate-Nitrite (N),0.029769333
HOGDN,2019-01-25,Orthophosphate (P),0.319414223
HOGDN,2019-02-06,Ammonia (N),0.627595189
HOGDN,2019-02-06,Nitrate-Nitrite (N),0.063494401
HOGDN,2019-02-06,Orthophosphate (P),0.475369076
HOGDN,2019-02-20,Ammonia (N),0.154356152
HOGDN,2019-02-20,Nitrate-Nitrite (N),0.297930323
HOGDN,2019-02-20,Orthophosphate (P),0.646733307
HOGDN,2019-03-22,Orthophosphate (P),0.612246183
HOGDN,2019-04-03,Ammonia (N),1.094257078
HOGDN,2019-04-03,Nitrate-Nitrite (N),0.181294381
HOGDN,2019-04-03,Orthophosphate (P),0.505940426
HOGDN,2019-04-24,Ammonia (N),0.004
HOGDN,2019-04-24,Nitrate-Nitrite (N),0.330136387
HOGDN,2019-04-24,Orthophosphate (P),0.629537125
HOGDN,2019-05-07,Ammonia (N),0.034060651
HOGDN,2019-05-07,Nitrate-Nitrite (N),0.193781514
HOGDN,2019-05-07,Orthophosphate (P),0.684602781
HOGDN,2019-05-24,Ammonia (N),0.047652133
HOGDN,2019-05-24,Nitrate-Nitrite (N),0.362866471
HOGDN,2019-05-24,Orthophosphate (P),0.632848522
HOGDN,2019-06-06,Ammonia (N),0.011584004
HOGDN,2019-06-06,Nitrate-Nitrite (N),0.12175587
HOGDN,2019-06-06,Orthophosphate (P),0.247162529
HOGDN,2019-06-18,Ammonia (N),0.004
HOGDN,2019-06-18,Nitrate-Nitrite (N),0.055408491
HOGDN,2019-06-18,Orthophosphate (P),0.475251706
HOGDN,2019-07-09,Ammonia (N),0.012148411
HOGDN,2019-07-09,Nitrate-Nitrite (N),0.220814657
HOGDN,2019-07-09,Orthophosphate (P),0.635658794
HOGDN,2019-07-29,Ammonia (N),0.004
HOGDN,2019-07-29,Nitrate-Nitrite (N),0.083378574
HOGDN,2019-07-29,Orthophosphate (P),0.546496909
HOGDN,2019-08-14,Ammonia (N),0.011415946
HOGDN,2019-08-14,Nitrate-Nitrite (N),0.09869771
HOGDN,2019-08-14,Orthophosphate (P),0.56630074
HOGDN,2019-08-28,Ammonia (N),0.004
HOGDN,2019-08-28,Nitrate-Nitrite (N),0.042214922
HOGDN,2019-08-28,Orthophosphate (P),0.46430432
HOGDN,2019-09-11,Ammonia (N),0.004
HOGDN,2019-09-11,Nitrate-Nitrite (N),0.164701015
HOGDN,2019-09-11,Orthophosphate (P),0.579655119
HOGDN,2019-09-25,Ammonia (N),0.011379997
HOGDN,2019-09-25,Nitrate-Nitrite (N),0.294221309
HOGDN,2019-09-25,Orthophosphate (P),0.63214169
HOGDN,2019-10-09,Ammonia (N),0.004
HOGDN,2019-10-09,Nitrate-Nitrite (N),0.0015
HOGDN,2019-10-09,Orthophosphate (P),0.477488175
HOGDN,2019-10-23,Ammonia (N),0.004
HOGDN,2019-10-23,Nitrate-Nitrite (N),0.071222136
HOGDN,2019-10-23,Orthophosphate (P),0.56593281
HOGDN,2019-11-06,Ammonia (N),0.024012618
HOGDN,2019-11-06,Nitrate-Nitrite (N),0.25987479
HOGDN,2019-11-06,Orthophosphate (P),0.645881878
HOGDN,2019-11-20,Ammonia (N),0.004
HOGDN,2019-11-20,Nitrate-Nitrite (N),0.321168366
HOGDN,2019-11-20,Orthophosphate (P),0.445824429
HOGDN,2019-12-17,Ammonia (N),0.004
HOGDN,2019-12-17,Nitrate-Nitrite (N),0.055328719
HOGDN,2019-12-17,Orthophosphate (P),0.750058729
HOGDN,2020-01-10,Ammonia (N),0.004
HOGDN,2020-01-10,Nitrate-Nitrite (N),0.187889753
HOGDN,2020-01-10,Orthophosphate (P),0.470975414
HOGDN,2020-02-12,Ammonia (N),0.032398545
HOGDN,2020-02-12,Nitrate-Nitrite (N),0.120623192
HOGDN,2020-02-12,Orthophosphate (P),0.745753402
HOGDN,2020-02-28,Ammonia (N),0.021825129
HOGDN,2020-02-28,Nitrate-Nitrite (N),0.031553265
HOGDN,2020-02-28,Orthophosphate (P),0.462264001
HOGDN,2020-03-12,Ammonia (N),0.181505165
HOGDN,2020-03-12,Nitrate-Nitrite (N),0.260944978
HOGDN,2020-03-12,Orthophosphate (P),0.711464907
HOGDN,2020-06-26,Ammonia (N),0.19399159
HOGDN,2020-06-26,Nitrate-Nitrite (N),0.269494424
HOGDN,2020-06-26,Orthophosphate (P),0.683567442
HOGDN,2020-07-16,Ammonia (N),0.011876873
HOGDN,2020-07-16,Nitrate-Nitrite (N),0.162743322
HOGDN,2020-07-16,Orthophosphate (P),0.336730892
HOGDN,2020-07-28,Ammonia (N),0.107070292
HOGDN,2020-07-28,Nitrate-Nitrite (N),0.325615728
HOGDN,2020-07-28,Orthophosphate (P),0.588000088
HOGDN,2020-08-14,Ammonia (N),0.104686248
HOGDN,2020-08-14,Nitrate-Nitrite (N),0.290190215
HOGDN,2020-08-14,Orthophosphate (P),0.661834245
HOGDN,2020-08-24,Ammonia (N),0.017890737
HOGDN,2020-08-24,Nitrate-Nitrite (N),0.05942377
HOGDN,2020-08-24,Orthophosphate (P),0.631870027
HOGDN,2020-09-10,Ammonia (N),0.007133357
HOGDN,2020-09-10,Nitrate-Nitrite (N),0.046914199
HOGDN,2020-09-10,Orthophosphate (P),0.349057628
HOGNW16,2018-09-14,Ammonia (N),0.22657109
HOGNW16,2018-09-14,Nitrate-Nitrite (N),0.398157529
HOGNW16,2018-09-14,Orthophosphate (P),0.419528176
HOGNW16,2018-10-18,Ammonia (N),0.052947688
HOGNW16,2018-10-18,Nitrate-Nitrite (N),0.411274752
HOGNW16,2018-10-18,Orthophosphate (P),0.610032133
HOGNW16,2018-10-31,Ammonia (N),1.403405768
HOGNW16,2018-10-31,Nitrate-Nitrite (N),0.389160512
HOGNW16,2018-10-31,Orthophosphate (P),0.571091305
HOGNW16,2018-11-08,Ammonia (N),0.093571136
HOGNW16,2018-11-08,Nitrate-Nitrite (N),0.433433569
HOGNW16,2018-11-08,Orthophosphate (P),0.600244856
HOGNW16,2018-11-13,Ammonia (N),0.026961242
HOGNW16,2018-11-13,Nitrate-Nitrite (N),0.390558138
HOGNW16,2018-11-13,Orthophosphate (P),0.608844237
HOGNW16,2018-11-29,Ammonia (N),0.093535927
HOGNW16,2018-11-29,Nitrate-Nitrite (N),0.361108133
HOGNW16,2018-11-29,Orthophosphate (P),0.505655994
HOGNW16,2018-12-05,Ammonia (N),0.015021598
HOGNW16,2018-12-05,Nitrate-Nitrite (N),0.12078252
HOGNW16,2018-12-05,Orthophosphate (P),0.106626455
HOGNW16,2018-12-20,Ammonia (N),0.497516424
HOGNW16,2018-12-20,Nitrate-Nitrite (N),0.077515069
HOGNW16,2018-12-20,Orthophosphate (P),0.130470035
HOGNW16,2019-01-04,Ammonia (N),0.034629322
HOGNW16,2019-01-04,Nitrate-Nitrite (N),0.258040455
HOGNW16,2019-01-04,Orthophosphate (P),0.316035261
HOGNW16,2019-01-18,Ammonia (N),0.554385725
HOGNW16,2019-01-18,Nitrate-Nitrite (N),0.313886007
HOGNW16,2019-01-18,Orthophosphate (P),0.321073258
HOGNW16,2019-01-25,Ammonia (N),0.005804983
HOGNW16,2019-01-25,Nitrate-Nitrite (N),0.121411043
HOGNW16,2019-01-25,Orthophosphate (P),0.146371716
HOGNW16,2019-04-03,Ammonia (N),0.310708087
HOGNW16,2019-04-03,Nitrate-Nitrite (N),0.330384822
HOGNW16,2019-04-03,Orthophosphate (P),0.450222734
HOGNW16,2019-04-24,Ammonia (N),0.004
HOGNW16,2019-04-24,Nitrate-Nitrite (N),0.406875723
HOGNW16,2019-04-24,Orthophosphate (P),0.470039827
HOGNW16,2019-05-07,Ammonia (N),0.088477441
HOGNW16,2019-05-07,Nitrate-Nitrite (N),0.286897149
HOGNW16,2019-05-07,Orthophosphate (P),0.412499851
HOGNW16,2019-05-24,Ammonia (N),0.185867351
HOGNW16,2019-05-24,Nitrate-Nitrite (N),0.469314955
HOGNW16,2019-05-24,Orthophosphate (P),0.580921765
HOGNW16,2019-06-06,Ammonia (N),0.004
HOGNW16,2019-06-06,Nitrate-Nitrite (N),0.235144341
HOGNW16,2019-06-06,Orthophosphate (P),0.617707186
HOGNW16,2019-06-18,Ammonia (N),0.004
HOGNW16,2019-06-18,Nitrate-Nitrite (N),0.156441251
HOGNW16,2019-06-18,Orthophosphate (P),0.234085438
HOGNW16,2019-07-09,Ammonia (N),0.013692619
HOGNW16,2019-07-09,Nitrate-Nitrite (N),0.325686229
HOGNW16,2019-07-09,Orthophosphate (P),0.370227141
HOGNW16,2019-07-29,Ammonia (N),0.004
HOGNW16,2019-07-29,Nitrate-Nitrite (N),0.103378695
HOGNW16,2019-07-29,Orthophosphate (P),0.154344054
HOGNW16,2019-08-14,Ammonia (N),0.013430614
HOGNW16,2019-08-14,Nitrate-Nitrite (N),0.150725816
HOGNW16,2019-08-14,Orthophosphate (P),0.159471236
HOGNW16,2019-08-28,Ammonia (N),0.004
HOGNW16,2019-08-28,Nitrate-Nitrite (N),0.056392266
HOGNW16,2019-08-28,Orthophosphate (P),0.157252933
HOGNW16,2019-09-11,Ammonia (N),0.004
HOGNW16,2019-09-11,Nitrate-Nitrite (N),0.350098382
HOGNW16,2019-09-11,Orthophosphate (P),0.362862386
HOGNW16,2019-09-25,Ammonia (N),0.007793842
HOGNW16,2019-09-25,Nitrate-Nitrite (N),0.62377103
HOGNW16,2019-09-25,Orthophosphate (P),0.494535627
HOGNW16,2019-10-09,Ammonia (N),0.004
HOGNW16,2019-10-09,Nitrate-Nitrite (N),0.107032193
HOGNW16,2019-10-09,Orthophosphate (P),0.335568642
HOGNW16,2019-10-23,Ammonia (N),0.004
HOGNW16,2019-10-23,Nitrate-Nitrite (N),0.234764241
HOGNW16,2019-10-23,Orthophosphate (P),0.366199769
HOGNW16,2019-11-06,Ammonia (N),0.012966382
HOGNW16,2019-11-06,Nitrate-Nitrite (N),0.369866031
HOGNW16,2019-11-06,Orthophosphate (P),0.521518418
HOGNW16,2019-11-20,Ammonia (N),0.004
HOGNW16,2019-11-20,Nitrate-Nitrite (N),0.384776499
HOGNW16,2019-11-20,Orthophosphate (P),0.379885235
HOGNW16,2019-12-06,Ammonia (N),0.004
HOGNW16,2019-12-06,Nitrate-Nitrite (N),0.434057945
HOGNW16,2019-12-06,Orthophosphate (P),0.545942086
HOGNW16,2019-12-17,Ammonia (N),0.004
HOGNW16,2019-12-17,Nitrate-Nitrite (N),0.267023334
HOGNW16,2019-12-17,Orthophosphate (P),0.520406639
HOGNW16,2020-01-10,Ammonia (N),0.007849266
HOGNW16,2020-01-10,Nitrate-Nitrite (N),0.293235113
HOGNW16,2020-01-10,Orthophosphate (P),0.358719526
HOGNW16,2020-02-12,Ammonia (N),0.021863283
HOGNW16,2020-02-12,Nitrate-Nitrite (N),0.223595767
HOGNW16,2020-02-12,Orthophosphate (P),0.51888027
HOGNW16,2020-02-28,Ammonia (N),0.028702453
HOGNW16,2020-02-28,Nitrate-Nitrite (N),0.182699663
HOGNW16,2020-02-28,Orthophosphate (P),0.332325448
HOGNW16,2020-03-12,Ammonia (N),0.148249043
HOGNW16,2020-03-12,Nitrate-Nitrite (N),0.329488272
HOGNW16,2020-03-12,Orthophosphate (P),0.542878243
HOGNW16,2020-06-26,Ammonia (N),0.188397569
HOGNW16,2020-06-26,Nitrate-Nitrite (N),0.309948434
HOGNW16,2020-06-26,Orthophosphate (P),0.423804601
HOGNW16,2020-07-16,Ammonia (N),0.018795568
HOGNW16,2020-07-16,Nitrate-Nitrite (N),0.134179653
HOGNW16,2020-07-16,Orthophosphate (P),0.246011997
HOGNW16,2020-07-28,Ammonia (N),0.099783572
HOGNW16,2020-07-28,Nitrate-Nitrite (N),0.401233963
HOGNW16,2020-07-28,Orthophosphate (P),0.44946521
HOGNW16,2020-08-14,Ammonia (N),0.103817696
HOGNW16,2020-08-14,Nitrate-Nitrite (N),0.284944721
HOGNW16,2020-08-14,Orthophosphate (P),0.470497874
HOGNW16,2020-08-24,Ammonia (N),0.014438093
HOGNW16,2020-08-24,Nitrate-Nitrite (N),0.153138762
HOGNW16,2020-08-24,Orthophosphate (P),0.271013196
HOGNW16,2020-09-10,Ammonia (N),0.013481634
HOGNW16,2020-09-10,Nitrate-Nitrite (N),0.077536233
HOGNW16,2020-09-10,Orthophosphate (P),0.12310234
POSNW16,2018-09-14,Ammonia (N),0.235285484
POSNW16,2018-09-14,Nitrate-Nitrite (N),0.652000384
POSNW16,2018-09-14,Orthophosphate (P),0.712402995
POSNW16,2018-10-18,Ammonia (N),0.051185872
POSNW16,2018-10-18,Nitrate-Nitrite (N),0.967684258
POSNW16,2018-10-18,Orthophosphate (P),1.035501262
POSNW16,2018-10-31,Ammonia (N),0.694042216
POSNW16,2018-10-31,Nitrate-Nitrite (N),0.774536144
POSNW16,2018-10-31,Orthophosphate (P),0.872510102
POSNW16,2018-11-08,Ammonia (N),0.095039677
POSNW16,2018-11-08,Nitrate-Nitrite (N),0.884256813
POSNW16,2018-11-08,Orthophosphate (P),0.960356116
POSNW16,2018-11-13,Ammonia (N),0.004
POSNW16,2018-11-13,Nitrate-Nitrite (N),0.812555392
POSNW16,2018-11-13,Orthophosphate (P),1.044708513
POSNW16,2018-11-29,Ammonia (N),0.175401873
POSNW16,2018-11-29,Nitrate-Nitrite (N),0.865382712
POSNW16,2018-11-29,Orthophosphate (P),0.855695326
POSNW16,2018-12-05,Ammonia (N),0.466516284
POSNW16,2018-12-05,Nitrate-Nitrite (N),0.58466421
POSNW16,2018-12-05,Orthophosphate (P),0.712456169
POSNW16,2018-12-20,Ammonia (N),0.493899699
POSNW16,2018-12-20,Nitrate-Nitrite (N),0.394643149
POSNW16,2018-12-20,Orthophosphate (P),0.23095821
POSNW16,2019-01-04,Ammonia (N),0.02522013
POSNW16,2019-01-04,Nitrate-Nitrite (N),0.511787656
POSNW16,2019-01-04,Orthophosphate (P),0.753489016
POSNW16,2019-01-18,Ammonia (N),0.45116362
POSNW16,2019-01-18,Nitrate-Nitrite (N),0.722570988
POSNW16,2019-01-18,Orthophosphate (P),0.665968204
POSNW16,2019-01-25,Ammonia (N),0.004
POSNW16,2019-01-25,Nitrate-Nitrite (N),0.240529078
POSNW16,2019-01-25,Orthophosphate (P),0.461518941
POSNW16,2019-02-06,Ammonia (N),0.944780045
POSNW16,2019-02-06,Nitrate-Nitrite (N),0.51047336
POSNW16,2019-02-06,Orthophosphate (P),0.682294673
POSNW16,2019-02-20,Ammonia (N),0.073558593
POSNW16,2019-02-20,Nitrate-Nitrite (N),0.617580292
POSNW16,2019-02-20,Orthophosphate (P),0.848777123
POSNW16,2019-03-22,Ammonia (N),2.063351535
POSNW16,2019-03-22,Nitrate-Nitrite (N),0.839407411
POSNW16,2019-03-22,Orthophosphate (P),0.879161554
POSNW16,2019-04-03,Ammonia (N),0.899957793
POSNW16,2019-04-03,Nitrate-Nitrite (N),0.681780075
POSNW16,2019-04-03,Orthophosphate (P),0.757487159
POSNW16,2019-04-24,Ammonia (N),0.004
POSNW16,2019-04-24,Nitrate-Nitrite (N),0.841106817
POSNW16,2019-04-24,Orthophosphate (P),0.871654425
POSNW16,2019-05-07,Ammonia (N),0.01452568
POSNW16,2019-05-07,Nitrate-Nitrite (N),0.704219766
POSNW16,2019-05-07,Orthophosphate (P),0.853631541
POSNW16,2019-05-24,Ammonia (N),0.034515247
POSNW16,2019-05-24,Nitrate-Nitrite (N),1.02522405
POSNW16,2019-05-24,Orthophosphate (P),0.96701066
POSNW16,2019-06-06,Ammonia (N),0.010629024
POSNW16,2019-06-06,Nitrate-Nitrite (N),0.421618398
POSNW16,2019-06-06,Orthophosphate (P),0.573628725
POSNW16,2019-06-18,Ammonia (N),0.004
POSNW16,2019-06-18,Nitrate-Nitrite (N),0.349580161
POSNW16,2019-06-18,Orthophosphate (P),0.605797475
POSNW16,2019-07-09,Ammonia (N),0.007576791
POSNW16,2019-07-09,Nitrate-Nitrite (N),0.615721905
POSNW16,2019-07-09,Orthophosphate (P),0.762166592
POSNW16,2019-07-29,Ammonia (N),0.004
POSNW16,2019-07-29,Nitrate-Nitrite (N),0.385062911
POSNW16,2019-07-29,Orthophosphate (P),0.69162048
POSNW16,2019-08-14,Ammonia (N),0.009247925
POSNW16,2019-08-14,Nitrate-Nitrite (N),0.420699342
POSNW16,2019-08-14,Orthophosphate (P),0.643305473
POSNW16,2019-08-28,Ammonia (N),0.004
POSNW16,2019-08-28,Nitrate-Nitrite (N),0.32471532
POSNW16,2019-08-28,Orthophosphate (P),0.698945184
POSNW16,2019-09-11,Ammonia (N),0.004
POSNW16,2019-09-11,Nitrate-Nitrite (N),0.790758277
POSNW16,2019-09-11,Orthophosphate (P),0.824074415
POSNW16,2019-09-25,Ammonia (N),0.005619363
POSNW16,2019-09-25,Nitrate-Nitrite (N),0.944815202
POSNW16,2019-09-25,Orthophosphate (P),0.848514495
POSNW16,2019-10-09,Ammonia (N),0.004
POSNW16,2019-10-09,Nitrate-Nitrite (N),0.361746684
POSNW16,2019-10-09,Orthophosphate (P),0.719085284
POSNW16,2019-10-23,Ammonia (N),0.004
POSNW16,2019-10-23,Nitrate-Nitrite (N),0.608738862
POSNW16,2019-10-23,Orthophosphate (P),0.78746521
POSNW16,2019-11-06,Ammonia (N),0.022765809
POSNW16,2019-11-06,Nitrate-Nitrite (N),0.794062088
POSNW16,2019-11-06,Orthophosphate (P),0.861687885
POSNW16,2019-11-20,Ammonia (N),0.004
POSNW16,2019-11-20,Nitrate-Nitrite (N),0.813651277
POSNW16,2019-11-20,Orthophosphate (P),0.669823684
POSNW16,2019-12-17,Ammonia (N),0.004
POSNW16,2019-12-17,Nitrate-Nitrite (N),0.496704183
POSNW16,2019-12-17,Orthophosphate (P),0.807797131
POSNW16,2020-01-10,Ammonia (N),0.097793943
POSNW16,2020-01-10,Nitrate-Nitrite (N),0.592573751
POSNW16,2020-01-10,Orthophosphate (P),0.706525273
POSNW16,2020-02-12,Ammonia (N),0.025303956
POSNW16,2020-02-12,Nitrate-Nitrite (N),0.487344587
POSNW16,2020-02-12,Orthophosphate (P),0.941122217
POSNW16,2020-02-28,Ammonia (N),0.02796822
POSNW16,2020-02-28,Nitrate-Nitrite (N),0.354564978
POSNW16,2020-02-28,Orthophosphate (P),0.658082598
POSNW16,2020-03-12,Ammonia (N),0.183254111
POSNW16,2020-03-12,Nitrate-Nitrite (N),0.678290673
POSNW16,2020-03-12,Orthophosphate (P),0.955768795
POSNW16,2020-06-26,Ammonia (N),0.157085392
POSNW16,2020-06-26,Nitrate-Nitrite (N),0.577262519
POSNW16,2020-06-26,Orthophosphate (P),0.87004153
POSNW16,2020-07-16,Ammonia (N),0.004922582
POSNW16,2020-07-16,Nitrate-Nitrite (N),0.198179175
POSNW16,2020-07-16,Orthophosphate (P),0.457286778
POSNW16,2020-07-28,Ammonia (N),0.089046085
POSNW16,2020-07-28,Nitrate-Nitrite (N),0.647288174
POSNW16,2020-07-28,Orthophosphate (P),0.890825762
POSNW16,2020-08-14,Ammonia (N),0.102719052
POSNW16,2020-08-14,Nitrate-Nitrite (N),0.636679275
POSNW16,2020-08-14,Orthophosphate (P),0.866544347
POSNW16,2020-08-24,Ammonia (N),0.012937725
POSNW16,2020-08-24,Nitrate-Nitrite (N),0.361757248
POSNW16,2020-08-24,Orthophosphate (P),0.728098185
